steps,date,interval
00,2012-11-01,1430,Weekday
00,2012-11-01,1435,Weekday
00,2012-11-01,1440,Weekday
00,2012-11-01,1445,Weekday
00,2012-11-01,1450,Weekday
00,2012-11-01,1455,Weekday
00,2012-11-01,1500,Weekday
00,2012-11-01,1505,Weekday
00,2012-11-01,1510,Weekday
00,2012-11-01,1515,Weekday
00,2012-11-01,1520,Weekday
00,2012-11-01,1525,Weekday
00,2012-11-01,1530,Weekday
00,2012-11-01,1535,Weekday
00,2012-11-01,1540,Weekday
00,2012-11-01,1545,Weekday
00,2012-11-01,1550,Weekday
00,2012-11-01,1555,Weekday
00,2012-11-01,1600,Weekday
00,2012-11-01,1605,Weekday
00,2012-11-01,1610,Weekday
00,2012-11-01,1615,Weekday
00,2012-11-01,1620,Weekday
00,2012-11-01,1625,Weekday
00,2012-11-01,1630,Weekday
00,2012-11-01,1635,Weekday
00,2012-11-01,1640,Weekday
00,2012-11-01,1645,Weekday
00,2012-11-01,1650,Weekday
00,2012-11-01,1655,Weekday
00,2012-11-01,1700,Weekday
00,2012-11-01,1705,Weekday
00,2012-11-01,1710,Weekday
00,2012-11-01,1715,Weekday
00,2012-11-01,1720,Weekday
00,2012-11-01,1725,Weekday
00,2012-11-01,1730,Weekday
00,2012-11-01,1735,Weekday
00,2012-11-01,1740,Weekday
00,2012-11-01,1745,Weekday
00,2012-11-01,1750,Weekday
00,2012-11-01,1755,Weekday
00,2012-11-01,1800,Weekday
00,2012-11-01,1805,Weekday
00,2012-11-01,1810,Weekday
00,2012-11-01,1815,Weekday
00,2012-11-01,1820,Weekday
00,2012-11-01,1825,Weekday
00,2012-11-01,1830,Weekday
00,2012-11-01,1835,Weekday
00,2012-11-01,1840,Weekday
00,2012-11-01,1845,Weekday
00,2012-11-01,1850,Weekday
00,2012-11-01,1855,Weekday
00,2012-11-01,1900,Weekday
00,2012-11-01,1905,Weekday
00,2012-11-01,1910,Weekday
00,2012-11-01,1915,Weekday
00,2012-11-01,1920,Weekday
00,2012-11-01,1925,Weekday
00,2012-11-01,1930,Weekday
00,2012-11-01,1935,Weekday
00,2012-11-01,1940,Weekday
00,2012-11-01,1945,Weekday
00,2012-11-01,1950,Weekday
00,2012-11-01,1955,Weekday
00,2012-11-01,2000,Weekday
00,2012-11-01,2005,Weekday
00,2012-11-01,2010,Weekday
00,2012-11-01,2015,Weekday
00,2012-11-01,2020,Weekday
00,2012-11-01,2025,Weekday
00,2012-11-01,2030,Weekday
00,2012-11-01,2035,Weekday
00,2012-11-01,2040,Weekday
00,2012-11-01,2045,Weekday
00,2012-11-01,2050,Weekday
00,2012-11-01,2055,Weekday
00,2012-11-01,2100,Weekday
00,2012-11-01,2105,Weekday
00,2012-11-01,2110,Weekday
00,2012-11-01,2115,Weekday
00,2012-11-01,2120,Weekday
00,2012-11-01,2125,Weekday
00,2012-11-01,2130,Weekday
00,2012-11-01,2135,Weekday
00,2012-11-01,2140,Weekday
00,2012-11-01,2145,Weekday
00,2012-11-01,2150,Weekday
00,2012-11-01,2155,Weekday
00,2012-11-01,2200,Weekday
00,2012-11-01,2205,Weekday
00,2012-11-01,2210,Weekday
00,2012-11-01,2215,Weekday
00,2012-11-01,2220,Weekday
00,2012-11-01,2225,Weekday
00,2012-11-01,2230,Weekday
00,2012-11-01,2235,Weekday
00,2012-11-01,2240,Weekday
00,2012-11-01,2245,Weekday
00,2012-11-01,2250,Weekday
00,2012-11-01,2255,Weekday
00,2012-11-01,2300,Weekday
00,2012-11-01,2305,Weekday
00,2012-11-01,2310,Weekday
00,2012-11-01,2315,Weekday
00,2012-11-01,2320,Weekday
00,2012-11-01,2325,Weekday
00,2012-11-01,2330,Weekday
00,2012-11-01,2335,Weekday
00,2012-11-01,2340,Weekday
00,2012-11-01,2345,Weekday
00,2012-11-01,2350,Weekday
00,2012-11-01,2355,Weekday
00,2012-11-02,0,Weekday
00,2012-11-02,5,Weekday
00,2012-11-02,10,Weekday
00,2012-11-02,15,Weekday
00,2012-11-02,20,Weekday
00,2012-11-02,25,Weekday
00,2012-11-02,30,Weekday
00,2012-11-02,35,Weekday
00,2012-11-02,40,Weekday
00,2012-11-02,45,Weekday
00,2012-11-02,50,Weekday
00,2012-11-02,55,Weekday
00,2012-11-02,100,Weekday
00,2012-11-02,105,Weekday
00,2012-11-02,110,Weekday
00,2012-11-02,115,Weekday
00,2012-11-02,120,Weekday
00,2012-11-02,125,Weekday
00,2012-11-02,130,Weekday
00,2012-11-02,135,Weekday
00,2012-11-02,140,Weekday
00,2012-11-02,145,Weekday
00,2012-11-02,150,Weekday
00,2012-11-02,155,Weekday
00,2012-11-02,200,Weekday
00,2012-11-02,205,Weekday
00,2012-11-02,210,Weekday
00,2012-11-02,215,Weekday
00,2012-11-02,220,Weekday
00,2012-11-02,225,Weekday
00,2012-11-02,230,Weekday
00,2012-11-02,235,Weekday
00,2012-11-02,240,Weekday
00,2012-11-02,245,Weekday
00,2012-11-02,250,Weekday
00,2012-11-02,255,Weekday
00,2012-11-02,300,Weekday
00,2012-11-02,305,Weekday
00,2012-11-02,310,Weekday
00,2012-11-02,315,Weekday
00,2012-11-02,320,Weekday
00,2012-11-02,325,Weekday
00,2012-11-02,330,Weekday
00,2012-11-02,335,Weekday
00,2012-11-02,340,Weekday
00,2012-11-02,345,Weekday
00,2012-11-02,350,Weekday
00,2012-11-02,355,Weekday
00,2012-11-02,400,Weekday
00,2012-11-02,405,Weekday
00,2012-11-02,410,Weekday
00,2012-11-02,415,Weekday
00,2012-11-02,420,Weekday
00,2012-11-02,425,Weekday
00,2012-11-02,430,Weekday
00,2012-11-02,435,Weekday
00,2012-11-02,440,Weekday
00,2012-11-02,445,Weekday
00,2012-11-02,450,Weekday
00,2012-11-02,455,Weekday
00,2012-11-02,500,Weekday
00,2012-11-02,505,Weekday
00,2012-11-02,510,Weekday
00,2012-11-02,515,Weekday
00,2012-11-02,520,Weekday
00,2012-11-02,525,Weekday
00,2012-11-02,530,Weekday
00,2012-11-02,535,Weekday
00,2012-11-02,540,Weekday
00,2012-11-02,545,Weekday
00,2012-11-02,550,Weekday
00,2012-11-02,555,Weekday
00,2012-11-02,600,Weekday
00,2012-11-02,605,Weekday
00,2012-11-02,610,Weekday
00,2012-11-02,615,Weekday
00,2012-11-02,620,Weekday
00,2012-11-02,625,Weekday
00,2012-11-02,630,Weekday
00,2012-11-02,635,Weekday
00,2012-11-02,640,Weekday
00,2012-11-02,645,Weekday
00,2012-11-02,650,Weekday
00,2012-11-02,655,Weekday
00,2012-11-02,700,Weekday
00,2012-11-02,705,Weekday
00,2012-11-02,710,Weekday
117117,2012-11-02,715,Weekday
00,2012-11-02,720,Weekday
3434,2012-11-02,725,Weekday
121121,2012-11-02,730,Weekday
2727,2012-11-02,735,Weekday
7070,2012-11-02,740,Weekday
4545,2012-11-02,745,Weekday
99,2012-11-02,750,Weekday
8080,2012-11-02,755,Weekday
138138,2012-11-02,800,Weekday
9595,2012-11-02,805,Weekday
556556,2012-11-02,810,Weekday
753753,2012-11-02,815,Weekday
747747,2012-11-02,820,Weekday
731731,2012-11-02,825,Weekday
748748,2012-11-02,830,Weekday
708708,2012-11-02,835,Weekday
377377,2012-11-02,840,Weekday
190190,2012-11-02,845,Weekday
665665,2012-11-02,850,Weekday
4747,2012-11-02,855,Weekday
1616,2012-11-02,900,Weekday
00,2012-11-02,905,Weekday
4242,2012-11-02,910,Weekday
6060,2012-11-02,915,Weekday
1717,2012-11-02,920,Weekday
00,2012-11-02,925,Weekday
00,2012-11-02,930,Weekday
00,2012-11-02,935,Weekday
1010,2012-11-02,940,Weekday
2727,2012-11-02,945,Weekday
00,2012-11-02,950,Weekday
4646,2012-11-02,955,Weekday
487487,2012-11-02,1000,Weekday
356356,2012-11-02,1005,Weekday
146146,2012-11-02,1010,Weekday
00,2012-11-02,1015,Weekday
00,2012-11-02,1020,Weekday
00,2012-11-02,1025,Weekday
88,2012-11-02,1030,Weekday
8080,2012-11-02,1035,Weekday
00,2012-11-02,1040,Weekday
00,2012-11-02,1045,Weekday
00,2012-11-02,1050,Weekday
00,2012-11-02,1055,Weekday
00,2012-11-02,1100,Weekday
00,2012-11-02,1105,Weekday
00,2012-11-02,1110,Weekday
00,2012-11-02,1115,Weekday
00,2012-11-02,1120,Weekday
00,2012-11-02,1125,Weekday
00,2012-11-02,1130,Weekday
00,2012-11-02,1135,Weekday
415415,2012-11-02,1140,Weekday
270270,2012-11-02,1145,Weekday
1717,2012-11-02,1150,Weekday
00,2012-11-02,1155,Weekday
00,2012-11-02,1200,Weekday
00,2012-11-02,1205,Weekday
328328,2012-11-02,1210,Weekday
2828,2012-11-02,1215,Weekday
00,2012-11-02,1220,Weekday
4949,2012-11-02,1225,Weekday
00,2012-11-02,1230,Weekday
00,2012-11-02,1235,Weekday
00,2012-11-02,1240,Weekday
00,2012-11-02,1245,Weekday
00,2012-11-02,1250,Weekday
00,2012-11-02,1255,Weekday
00,2012-11-02,1300,Weekday
00,2012-11-02,1305,Weekday
9595,2012-11-02,1310,Weekday
00,2012-11-02,1315,Weekday
00,2012-11-02,1320,Weekday
00,2012-11-02,1325,Weekday
00,2012-11-02,1330,Weekday
00,2012-11-02,1335,Weekday
00,2012-11-02,1340,Weekday
00,2012-11-02,1345,Weekday
00,2012-11-02,1350,Weekday
00,2012-11-02,1355,Weekday
00,2012-11-02,1400,Weekday
1717,2012-11-02,1405,Weekday
1111,2012-11-02,1410,Weekday
2020,2012-11-02,1415,Weekday
00,2012-11-02,1420,Weekday
00,2012-11-02,1425,Weekday
00,2012-11-02,1430,Weekday
4646,2012-11-02,1435,Weekday
00,2012-11-02,1440,Weekday
00,2012-11-02,1445,Weekday
9494,2012-11-02,1450,Weekday
00,2012-11-02,1455,Weekday
00,2012-11-02,1500,Weekday
7272,2012-11-02,1505,Weekday
8989,2012-11-02,1510,Weekday
00,2012-11-02,1515,Weekday
00,2012-11-02,1520,Weekday
00,2012-11-02,1525,Weekday
00,2012-11-02,1530,Weekday
00,2012-11-02,1535,Weekday
00,2012-11-02,1540,Weekday
00,2012-11-02,1545,Weekday
00,2012-11-02,1550,Weekday
00,2012-11-02,1555,Weekday
00,2012-11-02,1600,Weekday
00,2012-11-02,1605,Weekday
00,2012-11-02,1610,Weekday
1414,2012-11-02,1615,Weekday
112112,2012-11-02,1620,Weekday
124124,2012-11-02,1625,Weekday
9797,2012-11-02,1630,Weekday
00,2012-11-02,1635,Weekday
1515,2012-11-02,1640,Weekday
00,2012-11-02,1645,Weekday
00,2012-11-02,1650,Weekday
00,2012-11-02,1655,Weekday
1717,2012-11-02,1700,Weekday
00,2012-11-02,1705,Weekday
00,2012-11-02,1710,Weekday
00,2012-11-02,1715,Weekday
00,2012-11-02,1720,Weekday
00,2012-11-02,1725,Weekday
00,2012-11-02,1730,Weekday
00,2012-11-02,1735,Weekday
5454,2012-11-02,1740,Weekday
130130,2012-11-02,1745,Weekday
66,2012-11-02,1750,Weekday
5757,2012-11-02,1755,Weekday
2727,2012-11-02,1800,Weekday
00,2012-11-02,1805,Weekday
3838,2012-11-02,1810,Weekday
5252,2012-11-02,1815,Weekday
9393,2012-11-02,1820,Weekday
5353,2012-11-02,1825,Weekday
00,2012-11-02,1830,Weekday
5555,2012-11-02,1835,Weekday
00,2012-11-02,1840,Weekday
7474,2012-11-02,1845,Weekday
1414,2012-11-02,1850,Weekday
00,2012-11-02,1855,Weekday
00,2012-11-02,1900,Weekday
00,2012-11-02,1905,Weekday
00,2012-11-02,1910,Weekday
00,2012-11-02,1915,Weekday
9898,2012-11-02,1920,Weekday
5656,2012-11-02,1925,Weekday
5454,2012-11-02,1930,Weekday
5050,2012-11-02,1935,Weekday
00,2012-11-02,1940,Weekday
4040,2012-11-02,1945,Weekday
1515,2012-11-02,1950,Weekday
1515,2012-11-02,1955,Weekday
3535,2012-11-02,2000,Weekday
00,2012-11-02,2005,Weekday
00,2012-11-02,2010,Weekday
00,2012-11-02,2015,Weekday
00,2012-11-02,2020,Weekday
00,2012-11-02,2025,Weekday
00,2012-11-02,2030,Weekday
00,2012-11-02,2035,Weekday
00,2012-11-02,2040,Weekday
2424,2012-11-02,2045,Weekday
00,2012-11-02,2050,Weekday
00,2012-11-02,2055,Weekday
00,2012-11-02,2100,Weekday
00,2012-11-02,2105,Weekday
7777,2012-11-02,2110,Weekday
00,2012-11-02,2115,Weekday
00,2012-11-02,2120,Weekday
00,2012-11-02,2125,Weekday
00,2012-11-02,2130,Weekday
00,2012-11-02,2135,Weekday
00,2012-11-02,2140,Weekday
00,2012-11-02,2145,Weekday
00,2012-11-02,2150,Weekday
00,2012-11-02,2155,Weekday
00,2012-11-02,2200,Weekday
00,2012-11-02,2205,Weekday
00,2012-11-02,2210,Weekday
00,2012-11-02,2215,Weekday
00,2012-11-02,2220,Weekday
00,2012-11-02,2225,Weekday
00,2012-11-02,2230,Weekday
00,2012-11-02,2235,Weekday
00,2012-11-02,2240,Weekday
00,2012-11-02,2245,Weekday
00,2012-11-02,2250,Weekday
00,2012-11-02,2255,Weekday
00,2012-11-02,2300,Weekday
00,2012-11-02,2305,Weekday
00,2012-11-02,2310,Weekday
00,2012-11-02,2315,Weekday
00,2012-11-02,2320,Weekday
00,2012-11-02,2325,Weekday
00,2012-11-02,2330,Weekday
00,2012-11-02,2335,Weekday
00,2012-11-02,2340,Weekday
00,2012-11-02,2345,Weekday
00,2012-11-02,2350,Weekday
00,2012-11-02,2355,Weekday
00,2012-11-03,0,Weekend
00,2012-11-03,5,Weekend
00,2012-11-03,10,Weekend
00,2012-11-03,15,Weekend
00,2012-11-03,20,Weekend
00,2012-11-03,25,Weekend
00,2012-11-03,30,Weekend
00,2012-11-03,35,Weekend
00,2012-11-03,40,Weekend
00,2012-11-03,45,Weekend
00,2012-11-03,50,Weekend
00,2012-11-03,55,Weekend
00,2012-11-03,100,Weekend
00,2012-11-03,105,Weekend
00,2012-11-03,110,Weekend
00,2012-11-03,115,Weekend
00,2012-11-03,120,Weekend
00,2012-11-03,125,Weekend
00,2012-11-03,130,Weekend
00,2012-11-03,135,Weekend
00,2012-11-03,140,Weekend
00,2012-11-03,145,Weekend
00,2012-11-03,150,Weekend
00,2012-11-03,155,Weekend
00,2012-11-03,200,Weekend
00,2012-11-03,205,Weekend
00,2012-11-03,210,Weekend
00,2012-11-03,215,Weekend
00,2012-11-03,220,Weekend
00,2012-11-03,225,Weekend
00,2012-11-03,230,Weekend
00,2012-11-03,235,Weekend
00,2012-11-03,240,Weekend
00,2012-11-03,245,Weekend
00,2012-11-03,250,Weekend
00,2012-11-03,255,Weekend
00,2012-11-03,300,Weekend
00,2012-11-03,305,Weekend
00,2012-11-03,310,Weekend
00,2012-11-03,315,Weekend
00,2012-11-03,320,Weekend
00,2012-11-03,325,Weekend
00,2012-11-03,330,Weekend
00,2012-11-03,335,Weekend
00,2012-11-03,340,Weekend
00,2012-11-03,345,Weekend
00,2012-11-03,350,Weekend
00,2012-11-03,355,Weekend
00,2012-11-03,400,Weekend
00,2012-11-03,405,Weekend
00,2012-11-03,410,Weekend
00,2012-11-03,415,Weekend
00,2012-11-03,420,Weekend
00,2012-11-03,425,Weekend
00,2012-11-03,430,Weekend
00,2012-11-03,435,Weekend
00,2012-11-03,440,Weekend
00,2012-11-03,445,Weekend
00,2012-11-03,450,Weekend
00,2012-11-03,455,Weekend
00,2012-11-03,500,Weekend
00,2012-11-03,505,Weekend
00,2012-11-03,510,Weekend
00,2012-11-03,515,Weekend
00,2012-11-03,520,Weekend
00,2012-11-03,525,Weekend
00,2012-11-03,530,Weekend
00,2012-11-03,535,Weekend
00,2012-11-03,540,Weekend
00,2012-11-03,545,Weekend
00,2012-11-03,550,Weekend
00,2012-11-03,555,Weekend
00,2012-11-03,600,Weekend
00,2012-11-03,605,Weekend
00,2012-11-03,610,Weekend
00,2012-11-03,615,Weekend
00,2012-11-03,620,Weekend
00,2012-11-03,625,Weekend
00,2012-11-03,630,Weekend
00,2012-11-03,635,Weekend
00,2012-11-03,640,Weekend
00,2012-11-03,645,Weekend
00,2012-11-03,650,Weekend
00,2012-11-03,655,Weekend
2424,2012-11-03,700,Weekend
5757,2012-11-03,705,Weekend
00,2012-11-03,710,Weekend
00,2012-11-03,715,Weekend
00,2012-11-03,720,Weekend
4040,2012-11-03,725,Weekend
4949,2012-11-03,730,Weekend
00,2012-11-03,735,Weekend
4343,2012-11-03,740,Weekend
99,2012-11-03,745,Weekend
00,2012-11-03,750,Weekend
77,2012-11-03,755,Weekend
3535,2012-11-03,800,Weekend
99,2012-11-03,805,Weekend
3131,2012-11-03,810,Weekend
3232,2012-11-03,815,Weekend
9090,2012-11-03,820,Weekend
2727,2012-11-03,825,Weekend
2525,2012-11-03,830,Weekend
00,2012-11-03,835,Weekend
5858,2012-11-03,840,Weekend
241241,2012-11-03,845,Weekend
509509,2012-11-03,850,Weekend
508508,2012-11-03,855,Weekend
198198,2012-11-03,900,Weekend
450450,2012-11-03,905,Weekend
443443,2012-11-03,910,Weekend
494494,2012-11-03,915,Weekend
461461,2012-11-03,920,Weekend
533533,2012-11-03,925,Weekend
496496,2012-11-03,930,Weekend
319319,2012-11-03,935,Weekend
6060,2012-11-03,940,Weekend
00,2012-11-03,945,Weekend
00,2012-11-03,950,Weekend
00,2012-11-03,955,Weekend
00,2012-11-03,1000,Weekend
00,2012-11-03,1005,Weekend
00,2012-11-03,1010,Weekend
4040,2012-11-03,1015,Weekend
00,2012-11-03,1020,Weekend
00,2012-11-03,1025,Weekend
00,2012-11-03,1030,Weekend
00,2012-11-03,1035,Weekend
00,2012-11-03,1040,Weekend
00,2012-11-03,1045,Weekend
00,2012-11-03,1050,Weekend
00,2012-11-03,1055,Weekend
00,2012-11-03,1100,Weekend
00,2012-11-03,1105,Weekend
00,2012-11-03,1110,Weekend
00,2012-11-03,1115,Weekend
00,2012-11-03,1120,Weekend
2929,2012-11-03,1125,Weekend
1212,2012-11-03,1130,Weekend
6060,2012-11-03,1135,Weekend
88,2012-11-03,1140,Weekend
4343,2012-11-03,1145,Weekend
5454,2012-11-03,1150,Weekend
6868,2012-11-03,1155,Weekend
104104,2012-11-03,1200,Weekend
00,2012-11-03,1205,Weekend
00,2012-11-03,1210,Weekend
5050,2012-11-03,1215,Weekend
266266,2012-11-03,1220,Weekend
6565,2012-11-03,1225,Weekend
00,2012-11-03,1230,Weekend
00,2012-11-03,1235,Weekend
5252,2012-11-03,1240,Weekend
00,2012-11-03,1245,Weekend
5252,2012-11-03,1250,Weekend
9494,2012-11-03,1255,Weekend
179179,2012-11-03,1300,Weekend
00,2012-11-03,1305,Weekend
00,2012-11-03,1310,Weekend
154154,2012-11-03,1315,Weekend
3333,2012-11-03,1320,Weekend
1616,2012-11-03,1325,Weekend
7979,2012-11-03,1330,Weekend
119119,2012-11-03,1335,Weekend
00,2012-11-03,1340,Weekend
00,2012-11-03,1345,Weekend
4141,2012-11-03,1350,Weekend
6666,2012-11-03,1355,Weekend
00,2012-11-03,1400,Weekend
4444,2012-11-03,1405,Weekend
3131,2012-11-03,1410,Weekend
1212,2012-11-03,1415,Weekend
2323,2012-11-03,1420,Weekend
4141,2012-11-03,1425,Weekend
5050,2012-11-03,1430,Weekend
00,2012-11-03,1435,Weekend
00,2012-11-03,1440,Weekend
00,2012-11-03,1445,Weekend
2424,2012-11-03,1450,Weekend
2121,2012-11-03,1455,Weekend
00,2012-11-03,1500,Weekend
00,2012-11-03,1505,Weekend
00,2012-11-03,1510,Weekend
00,2012-11-03,1515,Weekend
00,2012-11-03,1520,Weekend
00,2012-11-03,1525,Weekend
00,2012-11-03,1530,Weekend
114114,2012-11-03,1535,Weekend
00,2012-11-03,1540,Weekend
00,2012-11-03,1545,Weekend
00,2012-11-03,1550,Weekend
00,2012-11-03,1555,Weekend
00,2012-11-03,1600,Weekend
00,2012-11-03,1605,Weekend
00,2012-11-03,1610,Weekend
00,2012-11-03,1615,Weekend
00,2012-11-03,1620,Weekend
00,2012-11-03,1625,Weekend
2020,2012-11-03,1630,Weekend
4747,2012-11-03,1635,Weekend
2424,2012-11-03,1640,Weekend
6767,2012-11-03,1645,Weekend
00,2012-11-03,1650,Weekend
00,2012-11-03,1655,Weekend
00,2012-11-03,1700,Weekend
00,2012-11-03,1705,Weekend
8686,2012-11-03,1710,Weekend
112112,2012-11-03,1715,Weekend
142142,2012-11-03,1720,Weekend
8080,2012-11-03,1725,Weekend
00,2012-11-03,1730,Weekend
00,2012-11-03,1735,Weekend
277277,2012-11-03,1740,Weekend
103103,2012-11-03,1745,Weekend
117117,2012-11-03,1750,Weekend
183183,2012-11-03,1755,Weekend
263263,2012-11-03,1800,Weekend
295295,2012-11-03,1805,Weekend
392392,2012-11-03,1810,Weekend
324324,2012-11-03,1815,Weekend
00,2012-11-03,1820,Weekend
00,2012-11-03,1825,Weekend
112112,2012-11-03,1830,Weekend
00,2012-11-03,1835,Weekend
88,2012-11-03,1840,Weekend
88,2012-11-03,1845,Weekend
00,2012-11-03,1850,Weekend
3333,2012-11-03,1855,Weekend
7171,2012-11-03,1900,Weekend
6262,2012-11-03,1905,Weekend
00,2012-11-03,1910,Weekend
3333,2012-11-03,1915,Weekend
55,2012-11-03,1920,Weekend
00,2012-11-03,1925,Weekend
3434,2012-11-03,1930,Weekend
3737,2012-11-03,1935,Weekend
9090,2012-11-03,1940,Weekend
9090,2012-11-03,1945,Weekend
00,2012-11-03,1950,Weekend
00,2012-11-03,1955,Weekend
00,2012-11-03,2000,Weekend
00,2012-11-03,2005,Weekend
00,2012-11-03,2010,Weekend
00,2012-11-03,2015,Weekend
00,2012-11-03,2020,Weekend
00,2012-11-03,2025,Weekend
00,2012-11-03,2030,Weekend
00,2012-11-03,2035,Weekend
00,2012-11-03,2040,Weekend
00,2012-11-03,2045,Weekend
7474,2012-11-03,2050,Weekend
1818,2012-11-03,2055,Weekend
7272,2012-11-03,2100,Weekend
00,2012-11-03,2105,Weekend
00,2012-11-03,2110,Weekend
00,2012-11-03,2115,Weekend
00,2012-11-03,2120,Weekend
00,2012-11-03,2125,Weekend
00,2012-11-03,2130,Weekend
00,2012-11-03,2135,Weekend
00,2012-11-03,2140,Weekend
00,2012-11-03,2145,Weekend
00,2012-11-03,2150,Weekend
00,2012-11-03,2155,Weekend
00,2012-11-03,2200,Weekend
00,2012-11-03,2205,Weekend
00,2012-11-03,2210,Weekend
00,2012-11-03,2215,Weekend
00,2012-11-03,2220,Weekend
00,2012-11-03,2225,Weekend
00,2012-11-03,2230,Weekend
00,2012-11-03,2235,Weekend
00,2012-11-03,2240,Weekend
00,2012-11-03,2245,Weekend
00,2012-11-03,2250,Weekend
00,2012-11-03,2255,Weekend
00,2012-11-03,2300,Weekend
00,2012-11-03,2305,Weekend
00,2012-11-03,2310,Weekend
00,2012-11-03,2315,Weekend
00,2012-11-03,2320,Weekend
00,2012-11-03,2325,Weekend
00,2012-11-03,2330,Weekend
00,2012-11-03,2335,Weekend
00,2012-11-03,2340,Weekend
00,2012-11-03,2345,Weekend
00,2012-11-03,2350,Weekend
00,2012-11-03,2355,Weekend
00,2012-11-04,0,Weekend
00,2012-11-04,5,Weekend
00,2012-11-04,10,Weekend
00,2012-11-04,15,Weekend
00,2012-11-04,20,Weekend
00,2012-11-04,25,Weekend
00,2012-11-04,30,Weekend
00,2012-11-04,35,Weekend
00,2012-11-04,40,Weekend
00,2012-11-04,45,Weekend
00,2012-11-04,50,Weekend
00,2012-11-04,55,Weekend
00,2012-11-04,100,Weekend
00,2012-11-04,105,Weekend
00,2012-11-04,110,Weekend
00,2012-11-04,115,Weekend
00,2012-11-04,120,Weekend
00,2012-11-04,125,Weekend
00,2012-11-04,130,Weekend
00,2012-11-04,135,Weekend
00,2012-11-04,140,Weekend
00,2012-11-04,145,Weekend
00,2012-11-04,150,Weekend
00,2012-11-04,155,Weekend
00,2012-11-04,200,Weekend
00,2012-11-04,205,Weekend
00,2012-11-04,210,Weekend
00,2012-11-04,215,Weekend
00,2012-11-04,220,Weekend
00,2012-11-04,225,Weekend
00,2012-11-04,230,Weekend
00,2012-11-04,235,Weekend
00,2012-11-04,240,Weekend
00,2012-11-04,245,Weekend
00,2012-11-04,250,Weekend
00,2012-11-04,255,Weekend
00,2012-11-04,300,Weekend
00,2012-11-04,305,Weekend
00,2012-11-04,310,Weekend
00,2012-11-04,315,Weekend
00,2012-11-04,320,Weekend
00,2012-11-04,325,Weekend
00,2012-11-04,330,Weekend
00,2012-11-04,335,Weekend
00,2012-11-04,340,Weekend
00,2012-11-04,345,Weekend
00,2012-11-04,350,Weekend
00,2012-11-04,355,Weekend
00,2012-11-04,400,Weekend
00,2012-11-04,405,Weekend
00,2012-11-04,410,Weekend
00,2012-11-04,415,Weekend
00,2012-11-04,420,Weekend
00,2012-11-04,425,Weekend
00,2012-11-04,430,Weekend
00,2012-11-04,435,Weekend
00,2012-11-04,440,Weekend
00,2012-11-04,445,Weekend
00,2012-11-04,450,Weekend
00,2012-11-04,455,Weekend
00,2012-11-04,500,Weekend
00,2012-11-04,505,Weekend
00,2012-11-04,510,Weekend
00,2012-11-04,515,Weekend
00,2012-11-04,520,Weekend
00,2012-11-04,525,Weekend
00,2012-11-04,530,Weekend
00,2012-11-04,535,Weekend
00,2012-11-04,540,Weekend
00,2012-11-04,545,Weekend
00,2012-11-04,550,Weekend
00,2012-11-04,555,Weekend
00,2012-11-04,600,Weekend
00,2012-11-04,605,Weekend
00,2012-11-04,610,Weekend
00,2012-11-04,615,Weekend
00,2012-11-04,620,Weekend
00,2012-11-04,625,Weekend
00,2012-11-04,630,Weekend
00,2012-11-04,635,Weekend
00,2012-11-04,640,Weekend
00,2012-11-04,645,Weekend
00,2012-11-04,650,Weekend
00,2012-11-04,655,Weekend
00,2012-11-04,700,Weekend
00,2012-11-04,705,Weekend
00,2012-11-04,710,Weekend
00,2012-11-04,715,Weekend
00,2012-11-04,720,Weekend
00,2012-11-04,725,Weekend
00,2012-11-04,730,Weekend
00,2012-11-04,735,Weekend
00,2012-11-04,740,Weekend
00,2012-11-04,745,Weekend
00,2012-11-04,750,Weekend
00,2012-11-04,755,Weekend
00,2012-11-04,800,Weekend
00,2012-11-04,805,Weekend
00,2012-11-04,810,Weekend
00,2012-11-04,815,Weekend
00,2012-11-04,820,Weekend
00,2012-11-04,825,Weekend
00,2012-11-04,830,Weekend
00,2012-11-04,835,Weekend
00,2012-11-04,840,Weekend
00,2012-11-04,845,Weekend
00,2012-11-04,850,Weekend
00,2012-11-04,855,Weekend
00,2012-11-04,900,Weekend
00,2012-11-04,905,Weekend
00,2012-11-04,910,Weekend
00,2012-11-04,915,Weekend
00,2012-11-04,920,Weekend
00,2012-11-04,925,Weekend
00,2012-11-04,930,Weekend
00,2012-11-04,935,Weekend
00,2012-11-04,940,Weekend
00,2012-11-04,945,Weekend
00,2012-11-04,950,Weekend
00,2012-11-04,955,Weekend
00,2012-11-04,1000,Weekend
00,2012-11-04,1005,Weekend
00,2012-11-04,1010,Weekend
00,2012-11-04,1015,Weekend
00,2012-11-04,1020,Weekend
00,2012-11-04,1025,Weekend
00,2012-11-04,1030,Weekend
00,2012-11-04,1035,Weekend
00,2012-11-04,1040,Weekend
00,2012-11-04,1045,Weekend
00,2012-11-04,1050,Weekend
00,2012-11-04,1055,Weekend
00,2012-11-04,1100,Weekend
00,2012-11-04,1105,Weekend
00,2012-11-04,1110,Weekend
00,2012-11-04,1115,Weekend
00,2012-11-04,1120,Weekend
00,2012-11-04,1125,Weekend
00,2012-11-04,1130,Weekend
00,2012-11-04,1135,Weekend
00,2012-11-04,1140,Weekend
00,2012-11-04,1145,Weekend
00,2012-11-04,1150,Weekend
00,2012-11-04,1155,Weekend
00,2012-11-04,1200,Weekend
